MEMBER_NO,labels
18909,重要挽留客户
61062,一般客户
18805,重要挽留客户
53858,重要挽留客户
62096,一般客户
26180,低价值客户
7284,低价值客户
59642,低价值客户
922,重要发展客户
3019,低价值客户
18125,重要挽留客户
31663,低价值客户
33793,重要保持客户
16539,低价值客户
57016,重要挽留客户
40970,一般客户
21579,低价值客户
53309,重要挽留客户
3256,重要发展客户
12374,重要挽留客户
38915,重要挽留客户
23215,低价值客户
31531,低价值客户
36622,重要保持客户
58552,低价值客户
61435,低价值客户
33414,低价值客户
28021,一般客户
42730,一般客户
37245,重要挽留客户
15072,低价值客户
32833,重要发展客户
9159,低价值客户
21315,低价值客户
42967,一般客户
7395,低价值客户
10658,低价值客户
7729,重要保持客户
18610,一般客户
677,重要挽留客户
39090,重要挽留客户
17770,重要保持客户
32664,低价值客户
6933,低价值客户
60705,低价值客户
21140,重要发展客户
56563,重要挽留客户
21112,重要挽留客户
61988,低价值客户
59135,重要保持客户
22604,一般客户
45968,重要挽留客户
12992,重要挽留客户
17681,重要挽留客户
4376,低价值客户
34806,重要发展客户
41894,低价值客户
8604,一般客户
52785,低价值客户
38181,重要挽留客户
30105,重要发展客户
4633,一般客户
38699,重要保持客户
51027,重要发展客户
33957,低价值客户
37412,低价值客户
5399,一般客户
41619,低价值客户
35250,重要挽留客户
42805,一般客户
39271,重要挽留客户
46777,低价值客户
38812,重要挽留客户
34558,低价值客户
9108,低价值客户
42950,一般客户
47978,重要挽留客户
49759,低价值客户
37260,重要保持客户
2064,重要挽留客户
1351,重要保持客户
54164,一般客户
7809,重要保持客户
26972,重要挽留客户
12531,重要挽留客户
62374,一般客户
45068,一般客户
15437,低价值客户
37265,重要挽留客户
37072,重要挽留客户
28739,低价值客户
38862,重要挽留客户
10966,重要发展客户
614,重要挽留客户
18661,重要保持客户
6227,低价值客户
7614,低价值客户
54160,低价值客户
31620,低价值客户
53016,重要发展客户
47885,低价值客户
49676,低价值客户
45670,重要发展客户
16826,低价值客户
52946,重要保持客户
62971,重要挽留客户
1565,低价值客户
34811,低价值客户
32114,重要保持客户
39456,重要保持客户
58285,一般客户
48133,一般客户
380,低价值客户
27013,一般客户
29264,重要挽留客户
11172,重要挽留客户
5641,低价值客户
29941,重要挽留客户
15329,低价值客户
29268,重要挽留客户
50577,低价值客户
48346,低价值客户
47993,重要挽留客户
5176,低价值客户
52039,低价值客户
32581,低价值客户
24178,低价值客户
15964,一般客户
57212,重要挽留客户
9448,低价值客户
26318,低价值客户
25629,低价值客户
21919,一般客户
26284,低价值客户
51062,重要发展客户
57558,重要挽留客户
25532,低价值客户
8293,低价值客户
37326,一般客户
15365,一般客户
50258,低价值客户
47591,重要保持客户
40527,低价值客户
60234,低价值客户
18364,一般客户
43595,低价值客户
16022,低价值客户
52276,一般客户
6005,低价值客户
4339,低价值客户
3552,重要挽留客户
47780,重要挽留客户
48404,重要保持客户
37723,低价值客户
17528,一般客户
23934,一般客户
23219,一般客户
50094,一般客户
14071,重要发展客户
38952,重要发展客户
16685,重要挽留客户
48197,重要保持客户
32650,低价值客户
43321,低价值客户
28375,一般客户
1820,低价值客户
13787,低价值客户
44497,一般客户
62031,重要发展客户
3281,一般客户
27722,重要挽留客户
29655,重要挽留客户
18012,重要挽留客户
34733,重要保持客户
49004,重要挽留客户
22555,低价值客户
23833,重要发展客户
50531,一般客户
58745,低价值客户
11886,重要保持客户
35680,重要挽留客户
28694,低价值客户
27061,重要挽留客户
22484,重要发展客户
22258,一般客户
28062,重要挽留客户
44652,一般客户
40167,低价值客户
16695,低价值客户
12274,低价值客户
10714,一般客户
42236,低价值客户
6118,低价值客户
51281,低价值客户
54277,低价值客户
35509,重要挽留客户
44271,低价值客户
48670,重要挽留客户
60352,重要发展客户
1888,低价值客户
35845,一般客户
21106,重要挽留客户
783,重要发展客户
56391,重要保持客户
6111,重要发展客户
44682,重要保持客户
20873,重要挽留客户
11616,重要保持客户
13955,一般客户
45576,重要发展客户
21399,重要挽留客户
45159,低价值客户
55401,重要挽留客户
15210,重要发展客户
60801,低价值客户
33479,一般客户
1743,重要保持客户
56913,重要挽留客户
32050,重要保持客户
3915,重要挽留客户
36090,低价值客户
35912,重要挽留客户
40187,低价值客户
2413,重要挽留客户
14378,一般客户
21251,重要挽留客户
19299,重要挽留客户
23737,重要发展客户
61063,重要发展客户
61445,低价值客户
56576,重要挽留客户
6220,一般客户
24749,一般客户
48146,重要挽留客户
43783,重要保持客户
55550,低价值客户
47048,低价值客户
6360,低价值客户
32819,低价值客户
7709,低价值客户
23305,一般客户
35622,重要挽留客户
50067,一般客户
29468,重要挽留客户
52482,重要发展客户
8023,一般客户
27478,低价值客户
43500,低价值客户
31750,一般客户
27869,重要挽留客户
27702,重要挽留客户
6975,低价值客户
24080,重要发展客户
31987,低价值客户
56737,重要挽留客户
45999,重要挽留客户
12519,重要挽留客户
39079,重要挽留客户
32016,重要发展客户
32109,低价值客户
58441,一般客户
26831,重要保持客户
13710,低价值客户
59508,一般客户
59468,低价值客户
1994,重要发展客户
58227,低价值客户
955,重要挽留客户
62739,重要挽留客户
8993,低价值客户
44195,重要挽留客户
58218,低价值客户
30135,重要挽留客户
7941,低价值客户
18738,重要挽留客户
21402,重要挽留客户
55342,重要挽留客户
3045,重要保持客户
55259,重要挽留客户
16719,重要发展客户
13940,重要保持客户
26979,重要挽留客户
7207,低价值客户
535,重要发展客户
33280,低价值客户
43022,一般客户
36294,低价值客户
53536,重要保持客户
8975,一般客户
2722,重要挽留客户
42334,低价值客户
1133,重要保持客户
4181,重要发展客户
26543,低价值客户
58681,一般客户
33157,一般客户
16099,低价值客户
46211,一般客户
35440,重要挽留客户
61853,低价值客户
31966,低价值客户
62304,低价值客户
34503,低价值客户
29616,重要挽留客户
56466,一般客户
29757,重要挽留客户
55047,一般客户
31027,重要挽留客户
6713,低价值客户
56897,重要挽留客户
11859,重要挽留客户
42055,重要发展客户
41548,一般客户
45410,一般客户
53875,一般客户
53498,重要挽留客户
60642,一般客户
25227,重要发展客户
51689,一般客户
15495,低价值客户
8962,重要挽留客户
59746,重要保持客户
12342,重要挽留客户
60307,低价值客户
6043,低价值客户
46736,低价值客户
16374,低价值客户
62417,低价值客户
47539,重要挽留客户
61652,低价值客户
38978,重要挽留客户
13256,重要发展客户
59339,低价值客户
20506,重要挽留客户
57291,一般客户
19595,低价值客户
59286,一般客户
10431,一般客户
12225,重要保持客户
7958,低价值客户
32247,低价值客户
56715,重要发展客户
58490,低价值客户
48266,重要挽留客户
2924,重要发展客户
6418,一般客户
33149,低价值客户
57612,一般客户
24382,低价值客户
41198,低价值客户
32708,低价值客户
12690,一般客户
4438,一般客户
41449,低价值客户
28122,一般客户
4801,重要保持客户
51154,低价值客户
4639,低价值客户
13481,低价值客户
46013,重要挽留客户
62571,重要挽留客户
56216,重要挽留客户
62638,重要挽留客户
43467,低价值客户
8677,重要发展客户
58918,一般客户
44328,低价值客户
32561,低价值客户
23369,重要保持客户
8264,低价值客户
35612,重要挽留客户
45592,重要挽留客户
57404,重要挽留客户
17999,重要挽留客户
36787,重要挽留客户
50427,重要发展客户
33564,一般客户
849,一般客户
30671,重要挽留客户
15251,重要发展客户
25223,低价值客户
42951,低价值客户
48557,重要挽留客户
33328,重要保持客户
20265,重要保持客户
52448,重要挽留客户
33818,一般客户
9549,重要挽留客户
39563,重要挽留客户
5642,一般客户
44524,重要挽留客户
321,一般客户
9352,低价值客户
26566,重要挽留客户
18656,低价值客户
59248,低价值客户
50236,低价值客户
21660,重要挽留客户
23102,一般客户
4323,低价值客户
62224,一般客户
5890,重要保持客户
13174,一般客户
58989,重要保持客户
55284,重要保持客户
58059,重要挽留客户
32766,低价值客户
36616,重要挽留客户
48789,一般客户
6970,低价值客户
12469,重要挽留客户
15648,低价值客户
47093,重要保持客户
41932,低价值客户
44643,重要挽留客户
41373,一般客户
54210,低价值客户
8178,一般客户
57298,低价值客户
52824,重要保持客户
13448,低价值客户
60293,低价值客户
56776,重要保持客户
34926,重要保持客户
50966,低价值客户
9987,重要发展客户
54789,重要挽留客户
47312,重要挽留客户
9589,重要保持客户
15948,低价值客户
13284,低价值客户
34005,一般客户
33038,低价值客户
13456,重要发展客户
26940,重要保持客户
19108,重要挽留客户
9345,重要挽留客户
59147,低价值客户
15823,一般客户
35447,重要挽留客户
11289,重要挽留客户
12295,低价值客户
50916,重要发展客户
60713,重要发展客户
5473,低价值客户
54649,一般客户
45085,低价值客户
41596,低价值客户
25104,低价值客户
12308,重要挽留客户
56027,一般客户
6310,一般客户
60960,低价值客户
39147,重要挽留客户
50491,重要发展客户
46303,重要挽留客户
35767,重要保持客户
40888,低价值客户
40564,一般客户
32476,低价值客户
31937,一般客户
29489,一般客户
36518,低价值客户
8423,重要挽留客户
58608,重要发展客户
32388,一般客户
25769,低价值客户
29594,一般客户
35914,重要挽留客户
23028,低价值客户
44520,重要保持客户
56533,一般客户
47620,重要挽留客户
31975,低价值客户
36915,重要挽留客户
103,一般客户
13312,低价值客户
9830,重要挽留客户
44677,重要挽留客户
48742,低价值客户
30134,重要挽留客户
23992,重要发展客户
21368,一般客户
56890,一般客户
13691,低价值客户
31581,低价值客户
41655,低价值客户
36618,重要挽留客户
24192,重要发展客户
4013,一般客户
12855,低价值客户
57761,重要挽留客户
10006,重要挽留客户
23779,低价值客户
13460,低价值客户
30350,重要保持客户
33386,低价值客户
45892,重要挽留客户
31688,低价值客户
33376,一般客户
3669,重要发展客户
39215,重要挽留客户
38402,重要挽留客户
25056,低价值客户
30138,一般客户
55078,重要挽留客户
41154,低价值客户
40653,重要发展客户
49390,一般客户
39393,重要挽留客户
20736,重要挽留客户
1996,一般客户
21564,重要挽留客户
22919,低价值客户
42460,低价值客户
22500,低价值客户
11129,重要挽留客户
36820,重要挽留客户
55205,重要挽留客户
49285,一般客户
